count,nr_referencyjny
1,C2634C80
1,72CCF797
1,AE3421BF
1,DF19404D
1,652CBE7E
1,50430E4A
1,A8C551B8
1,E492C585
1,3AF3CC37
1,34AD9C63
1,1172016B
1,179B1B70
1,0427AE0E
1,8477AA45
1,79B30D29
1,45DC83C7
1,DC3F36B7
1,C43A536F
1,B97FD9AE
1,D22C4D3E
1,36AD1AD8
1,92361F3D
1,5AE0F967
1,334C4B0E
1,AA4E51F9
1,F5714C71
1,F42EBC7C
1,010D0E00
1,3438FE02
1,33A7A043
1,98CB9446
1,3BBB025B
1,0EC4D174
1,F36FB9F5
1,55821D11
1,E96F2E5F
1,AC41B80B
1,974479FB
1,8E7AB96F
1,DDF88134
1,6B698AAC
1,C828A5CB
1,13AAA2E1
1,4F416652
1,97F66C62
1,BD2CFF66
1,E5963AFD
1,0A32BE68
1,10B72872
1,B1C84F70
1,AA4F5578
1,C0C87337
1,5D242B22
1,7B58B92D
1,42674837
1,899ABCAE
1,12C35B67
1,CAA96473
1,EFE02D1E
1,39034CEA
1,5F9BB0B5
1,FAD4D240
1,EA4FE69E
1,AC01010A
1,83810C30
1,C311D482
1,83BDC80E
1,9021DD68
1,681355E5
1,2BDBFB5F
1,55FB6761
1,4683845E
1,5EA4EF30
1,71FEF761
1,38FDAC96
1,F997E980
1,BF2057F0
1,7520A3BA
1,ECFDC1FC
1,A2386ECC
1,D4330EE6
1,8CE867DA
1,49B69BB1
1,54906D43
1,4002E563
1,E094A680
1,AA6D0394
1,E4F600D9
1,CE28B314
1,26FA78F6
1,A8808A12
1,1807901D
1,3B459A97
1,982D165E
1,5499E781
1,10A125B1
1,B9D21404
1,C249DA20
1,15EE69D4
1,5320FF5D
1,FC3004E3
1,D1D8F97E
1,3E54CBBB
1,B33FD6B1
1,13604228
1,C462CEF1
1,C2A4ACDE
1,B449FD85
1,AD65B43D
1,4AFD1A3C
1,52474657
1,6F302B41
1,E3B15CAA
1,AF614F12
1,8F4F853F
1,5DD88B94
1,FF88DE57
1,7F960748
1,BFC20BCB
1,A479614A
1,68D9BDB2
1,38662DF7
1,F4063D97
1,C55F26D9
1,C16AC2CD
1,09D37F6A
1,CD407A53
1,2E7CDBCA
1,1599870C
1,348D9D4B
1,131ACF4D
1,DA95B0F1
1,560FBC8C
1,AEEB0C7F
1,3BED4C0A
1,39D41B5F
1,D72860D8
1,11C0D9A7
1,5EE1ADC0
1,B0E1F92C
1,45AC3C05
1,B896BC5A
1,BCB1085D
1,4CACD9F4
1,3E48A429
1,3F542EAC
1,D6921BDC
1,05558777
1,50A9C6C9
1,2DED833B
1,340D53D9
1,3DFF691C
1,CB0DE50F
1,104BD9F6
1,60E29483
1,4975A98B
1,66AD25F7
1,7C6A41A8
1,8F2F7FB5
1,7C93916C
1,372BDE16
1,B1DCC555
1,7D9BCB63
1,6F5CD3AE
1,FF90F272
1,0EAD3977
1,1D77B8CD
1,96F06092
1,B9EE2E02
1,518A4E1D
1,3C37318D
1,FE7EE879
1,479FC0DA
1,9490B25C
1,DC0D6E34
1,F76BE84D
1,2214A86B
1,C8DB231E
1,2D72A337
1,C18DF8C6
1,2B7520AC
1,D8012AC6
1,633B5DA7
1,2A77ECE4
1,C44D8BA3
1,F7973153
1,EBA5202A
1,6800FA3B
1,5EB029E9
1,70751D07
1,C118935F
1,879F1EEF
1,9A6D692D
1,5D55DFC0
1,8BA78F75
1,76C37513
1,9C12A0EA
1,37C0B02D
1,C5CB5921
1,8A05364F
1,3C35F100
1,1D0815A4
1,AB670EB9
1,0E14F999
1,C0EA818E
1,65B828B9
1,DAFD6BC6
1,B334BCDA
1,3C5254C8
1,DC0E8EB8
1,1BE03B04
1,7E19ADA8
1,F6F42A18
1,26326E88
1,0A8267BB
1,2F735B72
1,6E655C8D
1,CD7D073C
1,0456F952
1,48E3A4DB
1,B8899D63
1,E4255966
1,384A9C39
1,84F25392
1,354656AB
1,0F7ACCE2
1,52F0F36D
1,69A11A8D
1,2114BCA3
1,49F59452
1,C7CDEAB9
1,28EF269F
1,657DA331
1,BA7CED86
1,83106E73
1,ECEDBE89
1,B2969BE2
1,B319F83F
1,B230D237
1,CFDB6FB6
1,9D0CC00C
1,8B160E50
1,4B3C0AC8
1,4B119954
1,4A8DB6AE
1,96A96044
1,CA2A8660
1,9078667A
1,4E58A2DC
1,F751D681
1,28587E8C
1,3FE8DA15
1,40A09E1F
1,344BE87B
1,623AAEDE
1,438CBD4F
1,672A2E0C
1,5BC85678
1,E9FA6530
1,927414BB
1,BE463ECB
1,7859E1C9
1,08AE5D65
1,3374545F
1,560529D8
1,443ED7FA
1,40A081A5
1,3EA5ACCB
1,14DF11D2
1,1E5D25F0
1,171408DE
1,88AC9089
1,CE94BACE
1,8F427217
1,CEB7911C
1,793C2A06
1,47399C28
1,DD16F3EB
1,A0437D8C
1,6700B252
1,543D79EF
1,AF6B8845
1,B891E3B2
1,65B760A7
1,1BDBBAFE
1,F799EA82
1,72CCEE8B
1,1F81CBA9
1,21686F98
1,7FC25CCA
1,01BB197B
1,AE55BA10
1,260AA6FE
1,CB8708BE
1,F1ECF6E4
1,E204C972
1,C8343DEE
1,7588D6A8
1,8B04DD84
1,D07A1684
1,42DF9848
1,7FF3C992
1,FF6DA6F8
1,BB37F158
1,ACD11ACA
1,612C5C9B
1,7101E5E9
1,F03DC3D2
1,A2E08CB4
1,D0827AE2
1,AFFA06F4
1,D9C3F7B1
1,38118A40
1,A39A327A
1,0454E4CC
1,2BA12ACE
1,C0A5DB4E
1,44A698E2
1,1DB41228
1,D49752E3
1,5F670C16
1,9ECFB10A
1,3A5F9A6A
1,F6174B37
1,4E09DB9A
1,37118D8D
1,E02D7F0B
1,4566B596
1,4B28A79A
1,920FAB7F
1,FD22491C
1,67C34B6F
1,92E79E06
1,70DB95FA
1,1315E4DA
1,93CB6298
1,F99A9EF6
1,98532D1B
1,8B88A480
1,40388284
1,F03F8271
1,60D3E107
1,488CD888
1,A1B4C079
1,02D1C462
1,440866A5
1,070AD0E6
1,32CA301B
1,A083C81D
1,5CB4F535
1,FE2BEFDB
1,6C29BB9C
1,57077A00
1,ED3ADBD7
1,590BE278
1,6F84A755
1,439A0E36
1,D2D18F1B
1,E3E37F14
1,CBF11D71
1,9A33DBA9
1,FF52CE07
1,7F1E9293
1,2E6AC959
1,5152F000
1,C1F00D8E
1,953F29F2
1,6CD98619
1,0C0E62DB
1,C9C4EB40
1,3764A4DB
1,B8C51065
1,EB3F7828
1,772DAB3B
1,C5A4F0EE
1,46F7ED9B
1,58BDE52C
1,E9900C01
1,649BF7EB
1,D49FBCFA
1,36C933BB
1,07263384
1,1340AAA6
1,66B543C4
1,6EB53F3B
1,5373D30C
1,5FADE285
1,D14A1227
1,271BCF1D
1,C1B32642
1,15FFA18D
1,D20F9F05
1,B4738A51
1,14BB7936
1,159BBD88
1,290898A8
1,FBE8AA1B
1,2CB2BE1D
1,9CB773E3
1,FBFE704A
1,42F4E1CD
1,C5DE15E0
1,397714C3
1,8A5BB69C
1,84509505
1,22E787EE
1,E1F45EAA
1,A4FAEFF8
1,9712135F
1,FC0C51DC
1,6679722E
1,E2049FA7
1,F330C4E7
1,39967635
1,01792873
1,CB00C02F
1,B04638A1
1,4583BFCF
1,9E1E18D3
1,0F3AC94A
1,CA9CB2E1
1,0D8608CA
1,7FA2575C
1,89A2BD81
1,37B6E010
1,FDC93450
1,EA897E95
1,15822F1D
1,27B87665
1,A073ADFC
1,E7A10310
1,DB366781
1,4CBCA097
1,6BC7DD06
1,08C99EFD
1,605C1732
1,8C070FAC
1,46A07A4E
1,0FDA4AF5
1,83B14172
1,C84D472A
1,F680A1FE
1,AE992512
1,2C1CE62F
1,682C1797
1,BAAC8581
1,BC9B917F
1,201703B2
1,0C859DD2
1,BC58AB1C
1,EF2269A1
1,6916B1C4
1,5A6C7364
1,CB6FBB1E
1,BCC140FE
1,B97838A9
1,40D8B40B
1,5545C15A
1,FAEFE200
1,A97AA6E5
1,7C937F39
1,4F4CA391
1,22D87D1C
1,F29E414A
1,5091C6A5
1,07BEFB9A
1,FEB2D6BC
1,8D716E2E
1,0744A6C2
1,6F6FEFA0
1,FAD9D5C8
1,CE723F19
1,1C52DBE5
1,53DA84FF
1,48C951E2
1,B66840BE
1,CC2DDE37
1,F88A245F
1,6AC378D4
1,AB1529DB
1,0EE9BD60
1,22436F6F
1,DC56A709
1,B10ECE9C
1,05FC6AE6
1,78D35990
1,3A5BA282
1,7EF2ED83
1,DAF740D3
1,8C5705F8
1,6F6FE9DF
1,32B52E75
1,2E210FEB
1,BF7EBA6B
1,8653EEEC
1,CE15464E
1,7898C37B
1,8A294BA3
1,F4055F08
1,BF44C648
1,84302A49
1,EF1C6521
1,8800406D
1,70AFD3B1
1,46413EA9
1,1824C919
1,3A7A8CA6
1,60DF963C
1,3C6E2E1E
1,0AFAA308
1,9A028070
1,32012E05
1,26811917
1,AA441409
1,E7018C4F
1,34CEF543
1,57E082D1
1,968F437D
1,D3DFDEE1
1,DF08CF1B
1,5E3FF816
1,3118867D
1,AC90557D
1,18FE95D7
1,23689AD5
1,7CB4D506
1,1FA79380
1,BB461A6B
1,541BCB57
1,700B7112
1,6D04468C
1,0EE9BDD3
1,DA514E3D
1,F9C86FD8
1,3E40B725
1,F213DEBC
1,3A15F3BE
1,909BB872
1,405C5FFA
1,EC49CC66
1,DC968BF7
1,03F9A10C
1,1EC98B6A
1,783AC3FD
1,58B048C8
1,98AB9D77
1,3F484A98
1,18F13946
1,59422E00
1,0AD82329
1,F5D8B6D4
1,5AEEA6F6
1,419F23A3
1,84FAF47F
1,8B57BAC6
1,7C76A392
1,BF05D456
1,370F4FF8
1,1BE95BF7
1,41BC498D
1,A3AE4106
1,9890657B
1,60BD40E8
1,BDD1EBBE
1,ADF87FDB
1,B6045309
1,2AD30D20
1,D44865CC
1,2C19CD40
1,004DCB5D
1,B163F122
1,383577B0
1,7292A61B
1,3BA9B0EC
1,91268F76
1,83238642
1,26182041
1,9560EAFA
1,E44EC7C5
1,08D54DF4
1,7D6FC1B8
1,F0B1E0F7
1,60A76E90
1,0C11D735
1,AD3CE638
1,6003E422
1,5ED9A1E4
1,1B178982
1,44D08381
1,B3D5CB1A
1,ED453004
1,CB510FAF
1,BED84107
1,752B656A
1,528CF6C1
1,03EBD241
1,9BAE83B1
1,05FBBC11
1,E025ADE3
1,CA6288E5
1,ADF4FB44
1,4E275A59
1,1FC88680
1,D798EDDE
1,3A12E8D3
1,01C18D9B
1,F902A93B
1,89350B9F
1,0CC267C2
1,FF285454
1,E42202E3
1,3F6A446E
1,22E98FB2
1,A2D9D79D
1,2C745B74
1,42344BB1
1,40B5CDC4
1,866506B7
1,4C1BA22F
1,AA15BF1B
1,11EF9E4D
1,F871DF5B
1,A146714B
1,40CE1C10
1,0A9EB9EB
1,7CD6AB40
1,B34D4780
1,CB1A41D1
1,AAC59A7D
1,F0C33501
1,DAC3DC9F
1,6037F922
1,54256957
1,8070A3C8
1,12ADC2C8
1,6F3782D6
1,E5819567
1,9208A200
1,1F99EB68
1,846C7B4E
1,09E655EB
1,81F4B837
1,F2F53539
1,4D04F974
1,17E8610E
1,A42A5924
1,89E10DE8
1,1890F416
1,F6F09F58
1,9E1D4C8F
1,E36EF203
1,433D6F8D
1,47C630FF
1,9FAE09D8
1,C3A89F24
1,68C7192F
1,E58A59CF
1,246C8480
1,1B92D8AC
1,4113E2E9
1,DB8BFDEA
1,128DB3B4
1,A16979D2
1,425AED70
1,AC19232E
1,E0F43EA6
1,AAD0EE08
1,97F181F7
1,2E12735C
1,B6A8C035
1,E73A999C
1,EA1FBA42
1,B81316BE
1,985568DD
1,89A5F508
1,1F216CB5
1,60FE6759
1,27A739A4
1,918E90C4
1,112556B9
1,B5ED6620
1,52FF5EC9
1,0DC4AA93
1,F43F275F
1,1BE13236
1,E89BEF29
1,02FA3B87
1,6F44ECB8
1,676EB6A9
1,3FC9C9DE
1,40A1BD39
1,A4DBE0B5
1,C6089792
1,F35FEA5B
1,FED75E0E
1,A8898DEF
1,3764B355
1,358C2D52
1,4BCE178E
1,3BFF2CBD
1,884FD686
1,13C588E2
1,9DCD673B
1,BED60370
1,08381155
1,06E5B620
1,66C3A11E
1,5DD06FCD
1,C5A3F2F4
1,13AAD83C
1,6E9882DD
1,E68DF308
1,B45B8F2D
1,7BC77E1B
1,38C252A3
1,B8EE7E7D
1,42C8ECAD
1,62B1A72F
1,CAF35A90
1,D08DB450
1,259C728C
1,8B9D44DE
1,199186A0
1,6AC1EBD7
1,5934F600
1,BE74976C
1,1B937E1C
1,D0459BDD
1,02FFCC30
1,D19186D7
1,23ABCBC8
1,F296C32C
1,D606597B
1,904D9EEA
1,81D3B8C7
1,B1C975D1
1,D0649C5F
1,E98B6840
1,72E75F68
1,E6BEDF31
1,D82EAE8E
1,FBBA0115
1,34262247
1,3B1FC147
1,B12C26C1
1,3F0E3AE2
1,67152772
1,4B2A3458
1,997DC575
1,58132247
1,B3812DE0
1,287A96B0
1,54E9DC48
1,1E952A20
1,B650D171
1,C9CA82E9
1,441CF462
1,B90B464C
1,7794B037
1,BD0E286D
1,F7C41827
1,1150619B
1,14BC0749
1,50A13329
1,1FCA94AE
1,AED5C45C
1,1724353F
1,CFD0154F
1,622447D1
1,97B7F349
1,7182686F
1,ABCAC665
1,41AA7734
1,E62F4327
1,C921F4AC
1,27ACAA35
1,B8309C8E
1,1E3AD8E5
1,E3751E75
1,3837E303
1,79BD1777
1,CDB249A8
1,427046F0
1,01199C11
1,8919AB9C
1,81359BB1
1,8625E797
1,63848994
1,42EC5F33
1,682FAF8C
1,F0F2F622
1,24739D34
1,8543DA09
1,0D74FF06
1,196D0306
1,152CA9BE
1,C100498A
1,3B54EA31
1,4CD8072D
1,FBC2D35A
1,BA4C968B
1,17571942
1,CA80F4B2
1,A6CD18EC
1,AC18B3C9
1,7A4C6328
1,C611B293
1,71FCD34D
1,8AF97EFC
1,E74BC4DD
1,64A33803
1,65AD6986
1,50A90345
1,C95E9111
1,6C00337A
1,FC9096F1
1,FC58D437
1,E04D8BA0
1,5CECB28C
1,4473768F
1,8E205A74
1,7431B196
1,DC927FDF
1,D07B870F
1,EDEC483C
1,4F69E04A
1,21378C7B
1,0E4E08A5
1,0E3AF4CD
1,EEBEFAC5
1,70151388
1,F5F4FDD2
1,15AD1E56
1,AB418BE8
1,18B285C2
1,D286D849
1,FA62CD81
1,A354E0FB
1,D14AB2B3
1,DC6BF8B7
1,3C0165B7
1,2FB99205
1,6B4BDD58
1,0842E649
1,EB2E1D2B
1,9ADD4544
1,9E7756C4
1,5567C781
1,9E5317C2
1,2DD6E432
1,A239F5B2
1,EC740409
1,2D48B38E
1,8F810172
1,9222B524
1,82A9CBA0
1,EA03E604
1,35FE2A0D
1,883F1313
1,3CC111DA
1,F0D91155
1,2CA42FB4
1,39DDADBD
1,F8772EC8
1,72D15BF4
1,2EFAAB01
1,C8DFA5AB
1,4541936E
1,056FFCCF
1,767328D1
1,AA55D22E
1,46D669BC
1,6105A85F
1,A6A6916D
1,C0681EFF
1,F94C1572
1,154CA0D6
1,41CBD246
1,6B3D22F1
1,CC2BDB3C
1,30050540
1,C1E69CBD
1,9237EC93
1,60231AC8
1,6B2183D2
1,0834DB8A
1,26EA6478
1,F016327C
1,11FC60F6
1,B363A8DF
1,FFE8E02B
1,3BAB781D
1,344F6DF3
1,03EFFB24
1,AB0441ED
1,1623E30A
1,8D93AC6D
1,15AB0F27
1,EF3390D5
1,E9526B97
1,DCF6FC8F
1,384F894E
1,C14E4CCF
1,34C78062
1,4A698921
1,DA7B0C99
1,0B810E9D
1,CF51AF80
1,132F366E
1,F4B8CD8B
1,61F087DB
1,D1B2047E
1,A0CA1ECD
1,2056591E
1,FE4236F7
1,CA538C17
1,49B67EC6
1,CFC4A191
1,D018C5BF
1,E7A270A5
1,89DA6BA7
1,22917B8B
1,2EABD0CB
1,1CE122C5
1,7AB66210
1,9B52786B
1,AFD700EF
1,2A6436DC
1,F637D831
1,A197523B
1,FF912E4C
1,7311FB87
1,A97D54F9
1,33292952
1,52FDE89E
1,D772A244
1,984F55AA
1,F947AADE
1,8C834E3E
1,D7046F99
1,DEA27556
1,B120EABF
1,F9875CEA
1,A70D092A
1,CD94BA79
1,C18FB299
1,C2E15B40
1,99805445
1,C688476F
1,DCD3818C
1,FA5FC208
1,E4034E17
1,A76C20A2
1,A5DCD41F
1,357585DF
1,17096FE7
1,14BA83FB
1,20BDB8F0
1,91D23D34
1,81074028
1,35653759
1,D5A13BE4
1,15AE8146
1,0E6D5171
1,E402B6D8
1,E16CC079
1,2821255E
1,B3894140
1,C8A35BC3
1,808AD27B
1,8CC27018
1,17C43798
1,2D0304A9
1,1EF51F40
1,A726C8A5
1,9526D6FA
1,D07922F9
1,D594DD06
1,69BB9EC6
1,4061D2CD
1,07FF2DCD
1,36936741
1,AFA33A02
1,C3CFAE5A
1,69414378
1,9FD9328A
1,6C489E2A
1,AB38B7C2
1,628B18FD
1,67722531
1,F85DFD77
1,A8F83879
1,2744F224
1,CE2643E5
1,9CE7218E
1,9A0E77D5
1,66B1DF08
1,CDC89FAD
1,4B8CE63D
1,F5C7B450
1,DD3F5542
1,D8F4EA9A
1,A070C761
1,80829229
1,D7AF26AB
1,51747DCC
1,19D50CA7
1,95F254B0
1,50C2CE4E
1,8B5086AC
1,2DC6CAD0
1,708220F4
1,8EF56611
1,9C9E1F29
1,8D7D8E81
1,1E3FD018
1,931FC939
1,9315EBD6
1,C600C7BC
1,18F05B3F
1,7E60A2C8
1,A9C7FB04
1,282970B6
1,460C481D
1,BD1A719D
1,036C2B1F
1,2DA22FA5
1,E1F97B3A
1,66F180E2
1,8EA53EF1
1,4126E4F1
1,51E8DF98
1,F8948578
1,BD5A8884
1,85843DF4
1,C3066142
1,D662720E
1,44781944
1,705F2EF6
1,E92400D1
1,50CFD366
1,8E52BA5A
1,CA3D33AB
1,2C7DAD19
1,1F3B93C4
1,3C15D4AF
1,31D4EA6F
1,DC11DCA2
1,E1E68723
1,B0CCCD26
1,C2683D3B
1,E36E13AA
1,512C93A9
1,9DAA18B4
1,688AF532
1,F4561804
1,2E6C54CB
1,5070A243
1,4AB18527
1,91BC67EA
1,775C52FE
1,AE4A2C46
1,0B851D6D
1,8776373B
1,397F1431
1,D6FD62F2
1,06C15A34
1,9033D265
1,9D02BDCF
1,45FE1918
1,10A6A004
1,62786EAE
1,18501804
1,DEAEDB8B
1,D10DD600
1,20F69C38
1,214C6A84
1,D14BEDA5
1,89B948B8
1,BD3835B0
1,B90B215C
1,B307A204
1,6A7F1DA3
1,5D1077CE
1,490ECD5A
1,BFAD0239
1,CFFDF8D3
1,5BC8FE20
1,EEA8025E
1,CFDD516A
1,75A63279
1,92CB1C32
1,E2247205
1,0F728886
1,B29149E3
1,EA07C3D5
1,B9304159
1,9FB7928E
1,A58372DF
1,08041BF3
1,2B11E5BB
1,86E86C55
1,DD3B346B
1,75F651FC
1,36720E55
1,E4E2DA68
1,763ECEDB
1,02DAEEC9
1,EC7AD857
1,725B6085
1,2CB3AA63
1,2E381176
1,004419F4
1,FC0BC3C5
1,A9DF69FD
1,BE9C810F
1,5486AB70
1,09F65705
1,8134BA90
1,F770FD48
1,08359193
1,78AC87D0
1,E7FF973E
1,F3084DE5
1,B0FC6C9B
1,56F7F3C5
1,8F2A4B7B
1,FF47EC96
1,F518C29F
1,46CC468D
1,8194E752
1,9CBF1636
1,1C376DF6
1,E456A806
1,5A3B6F1B
1,4290E7C8
1,5032BDC0
1,62A24B09
1,50527E52
1,6F5E9BAE
1,49F59894
1,5515FDEC
1,637BA20B
1,1C9866E6
1,D3ABA460
1,649BC23E
1,7E3F2104
1,00E930DA
1,4C3495F1
1,110F6E5D
1,0A0AA57D
1,8F2310EE
1,D8498DF8
1,AA9FB16F
1,34E0E322
1,D0520FA1
1,BE0044A8
1,E4832FF0
1,611CD6B5
1,A9D1D8BD
1,A8F7A056
1,EC52D322
1,9DEE486D
1,4E723844
1,7609BC81
1,2D365E28
1,76CB2AA9
1,241F76AE
1,33E0B1DF
1,45ED5A31
1,8C6A4AFC
1,50B199FD
1,695A24CB
1,0A004E6B
1,EB45B2DF
1,1A06904C
1,48011C17
1,EA97729E
1,6CD14189
1,DEDF733B
1,CC9FAE82
1,54EDF0D1
1,079DB444
1,D2988599
1,EB5420BE
1,2E544419
1,E3A14C54
1,0A909C76
1,35ECD09E
1,E4C0E45C
1,6108DA4E
1,CF69A3D5
1,04E4086F
1,F6284C76
1,0C766F3E
1,957021FD
1,85CD19A8
1,4F12D6A4
1,C8363462
1,B840FDDE
1,8CDB1443
1,80FF6E3F
1,07EA595F
1,35064FF4
1,A435F4F3
1,DE56EFE6
1,BAED1337
1,CAFFF01B
1,00C54724
1,8BE58F5F
1,F05A4D05
1,5253D165
1,F478BB79
1,48D94BA9
1,E83BEBBB
1,0DBC10D5
1,B7766581
1,29BD210E
1,F2E22A1F
1,94B0ED43
1,312FB496
1,5A877BD5
1,5B3C4DDE
1,B618D03D
1,0271D620
1,CB907314
1,3B91AC26
1,C95F6AEA
1,25BC8648
1,C378ECB9
1,B99CDE8F
1,A1987A9A
1,B2B0EE9C
1,E270D606
1,F6791A0B
1,F56D5D6C
1,F01D7492
1,ACDA788D
1,062D7A07
1,C3CE9AFB
1,4344C407
1,2E21B7B8
1,7769633B
1,A0586275
1,45659C73
1,B1FA5A02
1,8AA18E0C
1,93325A9B
1,6004916F
1,C9A4A257
1,57B4F472
1,0AB87F81
1,A17CB3AD
1,6CC9220B
1,95D59D29
1,96E7279B
1,B19E6A1C
1,8A23343E
1,1846FD0E
1,E99E7D8B
1,7E7DD669
1,FD1EE635
1,C668AE7E
1,B8B7CDD2
1,505CB234
1,7AB2B1A3
1,EDED78E1
1,E5CF4AE9
1,C8CDD47A
1,C7956AB6
1,4A1A6A41
1,6FA04BC8
1,1504DB24
1,C09B0827
1,59ED8703
1,0DAF461D
1,BA47BE04
1,236CF849
1,AFD0090E
1,B8A354D1
1,9FFBAF9F
1,63B91EA7
1,1E507A88
1,D30BE435
1,0038344F
1,2691DC83
1,3136A274
1,D34B6749
1,DC087318
1,E5B4FCEF
1,D9B36774
1,D7D71A1A
1,3C61D238
1,F4044FDF
1,D7E3C87C
1,7ABE5FB4
1,48E7C7F1
1,2A3AFF15
1,7ED38E94
1,265509EC
1,1071B992
1,AB6DF845
1,9182A577
1,C8925E28
1,017E8E24
1,BD3066EA
1,CF6518BE
1,64D2AE80
1,39FBE2FD
1,FF041410
1,90FDA325
1,407A9064
1,667503CA
1,1CA0F19D
1,9C35776D
1,AED8A526
1,C5FF602E
1,54D6036C
1,7CA6B167
1,FD6F7DAE
1,7730B799
1,7B96EBD4
1,2466543A
1,13891DB7
1,2EE3F27C
1,8C4EAAE0
1,1192F540
1,3516AAD6
1,9B427FB6
1,596147C0
1,B38EAD13
1,DDB9EE24
1,337872B2
1,8F3D0310
1,616567B6
1,258CC713
1,76F6759B
1,886BAF31
1,1956E036
1,85AFC526
1,531EB839
1,BFAB0E55
1,4A98A2CF
1,BACD1989
1,C83891FE
1,D2FDAE32
1,14A23CE8
1,517DC2AE
1,6976C5ED
1,91EC4D37
1,028F38B6
1,6542BAA1
1,75066710
1,F8B76BB8
1,DDB5252E
1,491F9D3D
1,BE696DAB
1,3A9411E1
1,D4A98BAD
1,02034C8F
1,3D868A44
1,FF86E7CA
1,C6A1C290
1,6DA1C4BE
1,5F01F59F
1,377743B0
1,6BA9E7D3
1,F1C378A6
1,0A97FEAC
1,3932BAFB
1,79669BAC
1,8673C143
1,4038B868
1,78000103
1,C4AD2160
1,D28A6424
1,EBCDA07D
1,9E7F0865
1,175A9B90
1,DF2D1D58
1,A498F111
1,B79915A5
1,669B29AF
1,808DB81A
1,D2B1721E
1,D65D6201
1,11B5629B
1,84BCC71B
1,0DF53407
1,E133CE7B
1,9F3CBE1C
1,3B82AB51
1,5553C589
1,8B6BA3B4
1,46BA5AE5
1,21AE2848
1,89371B45
1,EBFBC363
1,CE8A291C
1,E7B9F874
1,1B286ED8
1,AA7CAD08
1,5E89FA83
1,33C1B89B
1,7ABD0877
1,8B635A39
1,44AA4173
1,C5CCEDAA
1,6586F199
1,4C3D0579
1,E38B05CA
1,FB736C4C
1,8E82FD34
1,8B58256C
1,56D1AA5E
1,334EC3B2
1,DF27F56C
1,CFC5FF3D
1,4D8B2AE9
1,882B165E
1,24245167
1,E71166CD
1,BFC5EA7B
1,0849B504
1,91CD3012
1,FB85F164
1,285475F9
1,01AB23BD
1,CC370E65
1,67515F1F
1,E58D36B7
1,A55250E4
1,2D9547C1
1,701B5A3E
1,BFB972AD
1,FF1A0B2D
1,1D076CA8
1,A5220BBB
1,31BFD6C6
1,0261A62F
1,E879F32E
1,BFB1236E
1,93F4808A
1,A57A7DB5
1,95FEF4D4
1,D81AA7FA
1,65A87A5F
1,4925E409
1,F2A15EC3
1,BB97ADDD
1,D5F9F6A5
1,3E865471
1,E1F8BC20
1,DF131A8C
1,357C33CE
1,4D59ECAF
1,D03459DB
1,AFDEADF2
1,3608F101
1,31F23E5F
1,470DB451
1,E1EB1FF7
1,33724969
1,504250E3
1,D33B0A23
1,AA1DA6BA
1,11320B9D
1,62B09675
1,8E9FF73E
1,C0B50E0D
1,F02957E9
1,33C56CE5
1,2CB48DB0
1,851EE16D
1,40FFF1A0
1,F74CAFE5
1,9F8DC84E
1,721D21E2
1,34236602
1,BF9C48A4
1,60F65C35
1,6BAF30F6
1,743984C0
1,C7AAF4C7
1,6E9B9EE7
1,61519178
1,372815D8
1,898CF02B
1,D2374F0F
1,5C6A3415
1,DF84C679
1,B72E07DE
1,6E78C34F
1,4A09C3D1
1,E36E71F4
1,8AB95D25
1,C26C995E
1,F2DD4244
1,1C8EA6B5
1,78F13384
1,F4C035E0
1,E767869C
1,35BDE83D
1,402712FB
1,11496B74
1,54E1DD6E
1,5E71E002
1,53B3F7E2
1,41A06D34
1,B0CC297B
1,D3FB3624
1,83EF0973
1,FECD74DC
1,83DA8500
1,C5638C07
1,F8A1ED6E
1,2751FA1C
1,EC14CA61
1,268100C1
1,1A076D7C
1,A2987D12
1,6D3BF287
1,B05AC7A7
1,85098976
1,65A6735D
1,B15BE065
1,381BDD9E
1,B3A663C4
1,9076816A
1,1A9BF426
1,C3BD324D
1,A210A439
1,DBC1E9CE
1,ADFDEDB2
1,33243E05
1,40484911
1,0354C33E
1,57E7E2A7
1,A85B2798
1,DA9E19F8
1,29705CE6
1,829C69EA
1,02C8BC5B
1,38D91E6B
1,447D613D
1,0D575F75
1,11D665A0
1,FC43CBB0
1,B3C60480
1,2FEFC3CB
1,2EF94694
1,E9F28387
1,09932EBE
1,139F47C8
1,1105002C
1,5179B781
1,BC138135
1,351DB5F7
1,0A0977E2
1,70D7496A
1,0884E59B
1,41458D6C
1,7F9B00C0
1,949937B2
1,1C18EB52
1,66C153FA
1,0F09295B
1,1BC2CFF7
1,71888B5D
1,EAD781CF
1,82B8F5A5
1,24F925A8
1,4A93D68A
1,DE8D3807
1,595A4773
1,B50920EC
1,D51081A0
1,E99B58EB
1,D2C931A2
1,0F37105E
1,9447C47E
1,BA05A090
1,364D3CD4
1,50351885
1,F2FC6C03
1,B6C05472
1,9F440599
1,01788E2B
1,7FCC4F66
1,38AE1595
1,7616B75D
1,75BEFD93
1,82F32A88
1,F19DB44F
1,EF2E0EBC
1,104B794E
1,5A8722C4
1,88C9AC81
1,2D98600D
1,B5528F81
1,E4C49A81
1,4B42C972
1,D999A79C
1,FA7FF59C
1,96167223
1,F4424663
1,409A584C
1,81E8EEBB
1,34D7230B
1,8D185B19
1,7C8ED2BE
1,A51854D3
1,5C099F03
1,E22D53B3
